VV_L,VH_L,projectedInc,name,type_1st_h,type_2nd_h,equai,feas_class,image_date_time_utc,sensor,count,inc_class,image_date,year,image_date_time_ksa
0.019905516845769702,0.0019218243530539749,42.932062994273245,C23,empty,onion,1.0,yes,2014-10-18 15:31:00,S1A,3667,high,2014-10-18,2014,2014-10-18 18:31:00
0.05565315726753715,0.005361729512959371,42.327221736596734,A4,wheat,potato,0.0,yes,2014-10-18 15:31:00,S1A,4290,high,2014-10-18,2014,2014-10-18 18:31:00
0.01775730752031288,0.0027248397371938383,42.064864782925056,11A,empty,onion,0.0,yes,2014-10-18 15:31:00,S1A,4123,high,2014-10-18,2014,2014-10-18 18:31:00
0.05654127444751491,0.01134478770606683,42.92609743719868,C12,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,3941,high,2014-10-18,2014,2014-10-18 18:31:00
0.03259466916281698,0.0029507350752905307,42.660805115981915,C25,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5087,high,2014-10-18,2014,2014-10-18 18:31:00
0.05194780056076688,0.014672485291518076,42.160480970241025,A8,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,4066,high,2014-10-18,2014,2014-10-18 18:31:00
0.07004217854753579,0.01356318969566239,42.898923857368004,C1,wheat,wheat,1.0,yes,2014-10-18 15:31:00,S1A,3807,high,2014-10-18,2014,2014-10-18 18:31:00
0.029137988988903987,0.0023378014679692216,43.10172101449275,C115,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5175,high,2014-10-18,2014,2014-10-18 18:31:00
0.08255236898364991,0.009279632267040476,42.849877813981045,C18,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5064,high,2014-10-18,2014,2014-10-18 18:31:00
0.04302235959323307,0.009037961733623985,42.30475577403246,5A,wheat,empty,1.0,yes,2014-10-18 15:31:00,S1A,4005,high,2014-10-18,2014,2014-10-18 18:31:00
0.03758610966541682,0.011139397591319556,43.12901120261318,C93,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5434,high,2014-10-18,2014,2014-10-18 18:31:00
0.05321298966722793,0.011029545070836963,42.90880118060789,C7,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,3981,high,2014-10-18,2014,2014-10-18 18:31:00
0.03670787626673351,0.00821842632227243,42.76461781358885,C24,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5166,high,2014-10-18,2014,2014-10-18 18:31:00
0.0360246019578295,0.00764950344952176,43.05709336959337,C13,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,3861,high,2014-10-18,2014,2014-10-18 18:31:00
0.05570765219345063,0.016634774479530913,42.133806316254415,A13,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5094,high,2014-10-18,2014,2014-10-18 18:31:00
